file	layer	kind	purpose	inputs	outputs	function_count	functions	tests	lines
hpc/array_workers/submit_fit_seed_array_invitro_buffering.sub	hpc	HPC shell entrypoint	sbatch /share/lab_crd/lab_crd/taoli/Project/miningcloneid/oxygen/code/O2_supply_demand_MAP/hpc/array_workers/submit_fit_seed_array_invitro_buffering.sub	parameter table; configuration	Slurm jobs/logs	0		test-docker-runtime-wrappers.R, test-invitro-passage-mode.R	312
hpc/array_workers/submit_fit_seed_array_joint_buffering.sub	hpc	HPC shell entrypoint	sbatch oxygen/code/O2_supply_demand_MAP/hpc/array_workers/submit_fit_seed_array_joint_buffering.sub	parameter table; configuration	Slurm jobs/logs	0		test-docker-runtime-wrappers.R, test-invitro-passage-mode.R	408
hpc/best_fit_parameter_feature/submit_best_fit_parameter_feature.sh	hpc	HPC shell entrypoint	Submit the integrated best-fit-parameter feature workflows to Slurm.	CLI/environment settings	Slurm jobs/logs	0		test-dense-combined-stage34-boundaries.R, test-stage5-util-consolidation.R	319
hpc/dense_grid_monotonicity_classification/submit_dense_grid_monotonicity_classification.sh	hpc	HPC shell entrypoint	Submit dense-grid fixed-O2 monotonicity-classification workflows to Slurm.	configuration	Slurm jobs/logs	0		test-dense-combined-stage34-boundaries.R, test-stage5-util-consolidation.R	655
hpc/fix_o2_simulation/submit_fix_o2_simulation_array.sh	hpc	HPC shell entrypoint	Submit fixed-O2 workflow jobs through one Slurm entry point.	best parameters; simulation tables/manifest; analysis tables/manifest; configuration	Slurm jobs/logs	0		test-stage5-util-consolidation.R	803
hpc/fixo2_eigen_attractor/fixo2_eigen_attractor_hpc_task.R	hpc	R entrypoint	Implements Fixo2 eigen attractor hpc task	CLI/environment settings	in-memory values or layer-specific artifacts	1	fixo2ea_hpc_main	test-multi-warmup-eigen-stage-split.R	107
hpc/fixo2_eigen_attractor/submit_fixo2_eigen_attractor_array.sh	hpc	HPC shell entrypoint	Submit FixO2 eigen-attractor feature computation as a Slurm array workflow.	CLI/environment settings	Slurm jobs/logs	0		test-stage5-util-consolidation.R	318
hpc/joint_coupling_analysis/run_joint_coupling_analysis.sub	hpc	HPC shell entrypoint	Implements Run joint coupling analysis	CLI/environment settings	Slurm jobs/logs	0		test-joint-coupling-stage-split.R	37
hpc/joint_coupling_analysis/submit_joint_coupling_analysis.sh	hpc	HPC shell entrypoint	Submit the complete joint soft-coupling and ploidy-category analysis as one	CLI/environment settings	Slurm jobs/logs	0		test-joint-coupling-stage-split.R	84
hpc/parameter_landscape/submit_parameter_landscape_full.sh	hpc	HPC shell entrypoint	Submit the O2 parameter-landscape analysis as a Slurm dependency workflow.	best parameters; configuration	report/HTML; Slurm jobs/logs	0		test-stage5-util-consolidation.R	872
hpc/postprocess/postprocess_extra_results.sh	hpc	shell entrypoint	Run extra_results.R for one O2 result directory when the summary is missing.	fit result	in-memory values or layer-specific artifacts	0		test-stage5-util-consolidation.R	139
hpc/postprocess/submit_rerender_joint_seed_reports.sh	hpc	HPC shell entrypoint	Re-render figures and HTML reports for existing joint-fit seed directories.	fit summary	Slurm jobs/logs	0		test-stage2-postfit-orchestration.R, test-stage5-util-consolidation.R	253
hpc/submit/build_multi_warmup_task_table.R	hpc	R entrypoint	hpc/submit/build_multi_warmup_task_table.R -> hpc -> O2_supply_demand_MAP -> code -> oxygen -> project	best parameters; fit summary; parameter table; configuration	tables/data files	22	parse_args, as_chr, as_int, as_bool, usage, read_tsv, write_tsv, abs_path, script_project_root, kv_map, first_existing_pair_manifest, setting, arg_value, apply_cli_settings, set_from_arg, spec_end, require_columns, make_task_status, row_value, build_tasks, job_match, main	test-invitro-passage-mode.R	423
hpc/submit/submit_multi_warmup_joint.sh	hpc	HPC shell entrypoint	Submit one joint array per selected multi-warm-up pair.	best parameters; fit summary; parameter table; configuration	report/HTML; Slurm jobs/logs	0		test-dense-combined-stage34-boundaries.R, test-invitro-passage-mode.R, test-stage5-util-consolidation.R	1058
hpc/submit/submit_multi_warmup_task_table.sh	hpc	HPC shell entrypoint	Submit a global Slurm array from multi_warmup_tasks.tsv.	best parameters; fit summary; parameter table; configuration	report/HTML; Slurm jobs/logs	0		test-stage5-util-consolidation.R	487
hpc/submit/submit_o2_fit.sh	hpc	HPC shell entrypoint	Unified O2 HPC submitter for in vivo, in vitro, and joint fitting.	best parameters; fit result; parameter table; configuration	Slurm jobs/logs	0		test-dense-combined-stage34-boundaries.R, test-invitro-passage-mode.R, test-joint-primary-cluster-workflow.R, test-stage5-util-consolidation.R	1435
hpc/util/write_run_provenance.sh	hpc	shell entrypoint	Deprecated compatibility loader. Canonical source-only helpers live in util/.	CLI/environment settings	in-memory values or layer-specific artifacts	0		test-stage5-util-consolidation.R	9
hpc/warm_up_joint_fitting_results_extra/run_warm_up_joint_fitting_results_extra_hpc.sh	hpc	shell entrypoint	HPC wrapper for analysis/warm_up_joint_fitting_results_extra/warm_up_joint_fitting_results_extra.R.	CLI/environment settings	in-memory values or layer-specific artifacts	0		test-stage5-util-consolidation.R	240
hpc/warm_up_joint_fitting_results_extra/submit_warm_up_joint_curve_array_hpc.sh	hpc	HPC shell entrypoint	Submit joint warm-up curve classification as a Slurm array workflow.	CLI/environment settings	Slurm jobs/logs	0		test-dense-combined-stage34-boundaries.R, test-stage5-util-consolidation.R	358
model/model_O2_supply_demand_MAP.cpp	model	C++ model source	Implements the compiled O2 supply-demand state transitions and numerical kernels.	configuration	in-memory model functions/state transitions	0			2472
model/model_O2_supply_demand_MAP.R	model	R library/module	Loads and validates the protected R/Rcpp O2 supply-demand model interface.	configuration	in-memory model functions/state transitions	36	.resolve_align_script_dir, acquire_dir_lock, cached_wrapper_dll_path, wrapper_has_required_backend, cached_wrapper_candidates, backend_validation_issues, check_wrapper_formals, try_load_cached_backend, source_cpp_with_lock, o2simps_cpp_dll_info, .first_non_null, step_dt, default_chr_lengths_bp_1to22, normalize_chr_lengths_bp_1to22, weighted_ploidy_from_total_N, map_ploidy_to_N_by_chrlen, create_initial_dist, make_init_state, .clip01, .clip_o2pct, .assert_o2_pct, .require_cpp_o2simps_fn, .o2_supply_demand_from_burden, growth_lambda, .resource_stress_of_O2, .lambda_eff_of_O2, .mu_eff_of_O2, .pmisseg_of_O2, .p_wgd_of_O2, .pr_delta_vec, .build_B_total, .build_B_WGD, .build_G_with_WGD, run_all_sims, build_G_for_resources, plot_misseg_interp	helper-oracle.R, test-code-file-registry.R, test-invitro-utils-migration.R	1198
optimizer/auto_calibrate_boundary_params.R	optimizer	R entrypoint	Calibrates fitting parameter boundaries from completed fit results.	best parameters; fit result; parameter table; configuration	tables/data files	40	default_config_path, default_results_root, default_parameter_table_path, resolve_path_value, read_yaml_config_file, resolve_parameter_table_path_from_config, resolve_runtime_settings, normalize_estimate_column, read_natural_parameter_table, write_natural_parameter_table, find_parameter_index, validate_target_parameter_row, build_round_parameter_table, generate_deterministic_seeds, write_seed_file, build_round_paths, write_round_config, launch_fitting_batch, launch_extra_results, seed_numeric_key, read_seed_summary, read_named_value_table, read_best_param_value, safe_read_best_param_value, read_seed_prediction_output, read_prediction_batch, select_reference_seed, check_boundary_stickiness, expand_bounds, append_round_logs, write_parameter_summary, write_table_snapshot, write_rollback_record, escape_markdown_cell, data_frame_to_markdown, settings_to_data_frame, write_final_report, make_empty_round_log, make_empty_parameter_summary, main		1243
optimizer/fit_model_O2_supply_demand_MAP.R	optimizer	R entrypoint	Protected fitting dispatcher for in-vivo, in-vitro, and joint modes.	parameter table; configuration	fit artifacts	15	fail_fit_input, trim_cli_scalar, require_exactly_one_fit_mode, strip_fit_mode_flags, default_invivo_parameter_table_path, default_invivo_data_dir, resolve_invivo_backend_mode, validate_parameter_table_for_mode, validate_invivo_dataset, validate_fit_invivo_inputs, validate_invitro_observation_tables, validate_fit_invitro_inputs, validate_dispatch_argv, dispatch_backend_main, main	test-code-file-registry.R, test-invitro-utils-migration.R	392
optimizer/profile_likelihood_O2_supply_demand_MAP.R	optimizer	R entrypoint	Runs the protected profile-likelihood fitting workflow.	best parameters; fit summary; parameter table; configuration	tables/data files; figures	49	default_config_path, default_results_root, default_baseline_seed_dir, resolve_path_value, normalize_estimate_column, read_natural_parameter_table, write_natural_parameter_table, read_metric_map, metric_num_or_na, metric_chr_or_na, target_parameters_from_table, resolve_profile_parameter, boundary_tolerance_abs, classify_boundary_position, direction_name_to_sign, direction_code, profile_step_space_kind, to_profile_step_space, from_profile_step_space, step_space_tolerance_abs, direction_step_sort_order, direction_blocked_at_start, start_boundary_side, generate_profile_seeds, write_seed_manifest, make_fixed_parameter_table, propose_step_candidate, midpoint_step_candidate, adapt_step_fraction, make_profile_step_row, count_interior_profile_points, run_single_seed_fit, read_single_seed_result, best_params_to_long, select_best_complete_seed, run_step_attempt, run_direction_profile, make_point_state, collapse_step_df, write_table_tsv, numeric_stat_or_na, build_profile_point_summary, estimate_direction_ci_for_series, draw_error_bars, draw_ci_band, write_profile_plots, plot_raw_best, plot_raw_allseeds, main		2082
report/combined_fixo2_eigen/render_fixo2_eigen_attractor_embedding_curve_class_report.R	report	R entrypoint	Canonical consume-only HTML renderer for the combined FixO2 eigen-attractor workflow.	materialized files or caller-supplied R objects	report/HTML	44	html_escape, display_o2, fmt_num, fmt_pct, read_tsv, split_path, relative_path, path_href, file_link, image_data_uri, normalize_id, nav_link, nav_entries_to_html, nav_group, filter_nav_entries, toc_section_node, build_toc_html, render_item, build_sidebar_nav, report_nav_script, report_css, table_to_html, figure_card, section_html, subsection_html, arg_value, classification_method_html, summary_cards_html, pretty_stub_label, classification_figure_specs, classification_figure_description, default_classification_dir, default_embedding_dir, default_output_html, manifest_variants_for_reduction, build_report_html, add_section, add_table, add_figure, render_table, render_figure, validate_report_inputs, write_pooled_embedding_curve_class_report, main	test-combined-fixo2-eigen-stage-split.R, test-report-image-lightbox.R	796
report/combined_parameter_landscape/render_combined_parameter_landscape_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render combined parameter landscape report	analysis tables/manifest	report/HTML	4	combined_html_escape, combined_html_table, combined_report_relative, render_combined_parameter_landscape_report	test-dense-combined-stage34-boundaries.R, test-report-image-lightbox.R	66
report/dense_grid_monotonicity/render_dense_grid_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render dense grid report	analysis tables/manifest	report/HTML	1	dense_report_main	test-dense-combined-stage34-boundaries.R, test-report-image-lightbox.R	34
report/fit_result_report.Rmd	report	report template	Assembles a report from existing tables and figures for Fit result report	best parameters	in-memory values or layer-specific artifacts	26	section_slug, parameter_group_id, parameter_section_id, parameter_figure_id, figure_part_id, figure_subpart_id, figure_card_id, figure_title, figure_label_text, format_report_number, format_report_value, format_report_table, render_figure_block, render_blank_figure_block, in_vivo_figure_layout_groups, in_vitro_figure_layout_groups, figure_layout_groups_from_specs, section_figure_layout_groups, part_figure_layout_groups, render_section_parts, render_section_direct_figures, render_section, render_parameter_figures, render_sidebar_nav, append_figure_nav_items, render_parameter_sections		1255
report/fit_results/collect_best_separate_fit_reports.py	report	Python entrypoint	Assembles a report from existing tables and figures for Collect best separate fit reports	best parameters; fit summary	report/HTML	0		test-fit-results-stage-split.R	280
report/fit_results/render_extra_results_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render extra results report	simulation tables/manifest; analysis tables/manifest	tables/data files; report/HTML	40	make_figure_spec, make_figure_spec_optional, with_figure_label, figure_display_label, build_prediction_figure_specs, read_report_run_mode, pred1000_top_seed_legend, build_invivo_figure_specs, build_invitro_figure_specs, build_joint_summary_figure_specs, build_joint_invivo_figure_specs, build_joint_invitro_figure_specs, build_joint_figure_chapters, build_figure_specs, infer_run_label, pdf_to_data_uri, figure_media_html, figure_pair_match, figure_pair_match_any_order, figure_half_width_placeholder, figure_layout_groups, blank_figure_block, finite_or_na, first_nonempty, format_report_number, format_report_value, table_to_html, build_parameter_summary_table, report_deoptim_converged_flags, report_fit_label_for_summary, normalize_convergence_summary_columns, convergence_summary_legend, supplement_report_optimizer_fields, build_convergence_summary_table, convergence_venn_html, report_title_for_mode, joint_chapter_figure_blocks, build_report_html_joint, build_report_html, main	test-fit-results-stage-split.R, test-report-image-lightbox.R, test-stage5-util-consolidation.R	1358
report/fit_results/render_joint_sigma_soft_coupled_paired_seeds_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render joint sigma soft coupled paired seeds report	fit result; analysis tables/manifest	tables/data files; report/HTML	2	table_html, main	test-fit-results-stage-split.R, test-report-image-lightbox.R	60
report/fitting_output_bundle/build_fitting_output_bundle.py	report	Python entrypoint	Computes analysis tables for Build fitting output bundle	best parameters; fit summary; parameter table; analysis tables/manifest; configuration	tables/data files; report/HTML	0		test-fit-results-stage-split.R	1081
report/fixed_o2_eigen/render_fixo2_eigen_attractor_report.R	report	R library/module	Report-only assembly from materialized feature, analysis, and figure files.	materialized files or caller-supplied R objects	report/HTML	3	fixo2ea_file_shape, fixo2ea_html_table, fixo2ea_write_report	test-multi-warmup-eigen-stage-split.R, test-report-image-lightbox.R	102
report/fixed_o2/fixed_o2_report_utils.R	report	R library/module	Fixed-O2 report assembly helpers.	analysis tables/manifest; configuration	report/HTML	3	fo2_write_report, cf2_report, fixo2_render_html_report	test-fixed-o2-stage34-boundaries.R	180
report/fixed_o2/render_fixed_o2_report.R	report	R entrypoint	Assembly-only staged entrypoint for the existing fixed-O2 HTML renderer.	analysis tables/manifest	in-memory values or layer-specific artifacts	3	fixo2_report_parse_args, fixo2_report_usage, fixo2_report_main	test-fixed-o2-stage34-boundaries.R, test-stage5-util-consolidation.R	102
report/joint_coupling/render_joint_coupling_report.R	report	R library/module	Assemble the materialized joint-coupling tables and visualization outputs into	analysis tables/manifest; configuration	tables/data files; report/HTML	15	escape_html, escape_attr, format_table_value, pretty_fixed_o2_curve_class, table_html, read_tsv, read_figure_catalog, relative_path, validate_figure_catalog, embed_report_assets, read_visualization_manifests, definition_value, definition_number, config_value, figure_block	test-joint-coupling-report.R, test-joint-coupling-stage-split.R, test-report-image-lightbox.R	489
report/migrate_existing_html_report_lightboxes.R	report	R entrypoint	Add the shared image-viewing layer to existing HTML reports without changing	materialized files or caller-supplied R objects	tables/data files	5	o2sd_lightbox_parse_args, o2sd_lightbox_as_bool, o2sd_repo_root_from_report_dir, o2sd_migrate_existing_html_report_lightboxes, main	test-report-image-lightbox.R	122
report/multi_warmup/render_multi_warmup_results_report.R	report	R entrypoint	Report-only HTML assembly. All figures and analytical tables must already	materialized files or caller-supplied R objects	report/HTML	26	format_unique_values, format_count_summary, strip_project_path_prefix, strip_project_path_prefix_table, drop_report_columns, table_html, file_to_data_uri, pdf_to_image_data_uri, figure_html, insert_after_first_regex, integrated_tradeoff_by_invivo_warmup_html, report_figure_section_html, format_distance_report_table, integrated_distance_diagnostics_html, replace_report_section_by_id, replace_integrated_colored_seed_sections, nav_link, sidebar_html, regex_extract, rewrite_integrated_joint_fragment, integrated_joint_results_fragment, read_pair_seed_summaries, run_status_table, status_counts, decision_text, main	test-multi-warmup-eigen-stage-split.R, test-report-image-lightbox.R, test-stage5-util-consolidation.R	734
report/parameter_landscape/clustering_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Clustering report	materialized files or caller-supplied R objects	report/HTML	1	o2pl_clustering_report_main	test-parameter-landscape-stage3-boundaries.R, test-report-image-lightbox.R	30
report/parameter_landscape/dominant_ploidy_parameter_contribution_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Dominant ploidy parameter contribution report	materialized files or caller-supplied R objects	report/HTML	1	o2pl_dominant_ploidy_report_main	test-report-image-lightbox.R	30
report/parameter_landscape/mode_parameter_contribution_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Mode parameter contribution report	materialized files or caller-supplied R objects	report/HTML	1	o2pl_mode_report_main	test-report-image-lightbox.R	30
report/parameter_landscape/parameter_landscape_report_utils.R	report	R library/module	Presentation-only HTML helpers.  This file never derives scientific values;	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	4	o2pl_report_table, o2pl_report_file_table, o2pl_report_image_grid, o2pl_write_report_html	test-report-image-lightbox.R	83
report/process_fingerprints/render_invivo_ploidy_regime_report.R	report	R entrypoint	Report-only ploidy-regime summary.	simulation tables/manifest; analysis tables/manifest	tables/data files	1	run_invivo_ploidy_regime_report	test-process-fingerprint-stage-split.R	54
report/process_fingerprints/render_invivo_process_fingerprint_report.R	report	R entrypoint	Report-only process-fingerprint summary.  All tables and figures must already	simulation tables/manifest; analysis tables/manifest	tables/data files	1	run_invivo_process_fingerprint_report	test-process-fingerprint-stage-split.R	58
report/process_fingerprints/render_medium_o2_window_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render medium O2 window report	simulation tables/manifest; analysis tables/manifest	tables/data files	1	run_medium_o2_window_report	test-process-fingerprint-stage-split.R, test-stage5-util-consolidation.R	71
report/process_fingerprints/render_o2_ploidy_event_coupling_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render O2 ploidy event coupling report	simulation tables/manifest; analysis tables/manifest	tables/data files	2	run_o2_ploidy_event_report, finite_top	test-process-fingerprint-stage-split.R, test-stage5-util-consolidation.R	75
report/render_fit_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render fit report	best parameters; fit result; fit summary; parameter table	report/HTML	79	get_script_dir, parse_args, is_fit_dir, find_fit_dirs_under, fit_report_seed_token, fit_report_basename_with_seed, read_fit_summary_selected, read_fit_summary_map, filter_best_params_for_report, parameter_description_table_paths, read_best_params, read_report_table_optional, read_soft_coupling_table_for_report, read_invivo_fitted_natural_names, read_invitro_fitted_natural_names, split_joint_scope_parameters, joint_shared_value_for_scope, append_joint_only_parameter_row, move_joint_o2_crit_from_shared, format_report_number, format_report_value, format_report_table, read_parameter_sections, extract_horizon_day, sort_paths_by_horizon, report_pdf_enabled, html_id_slug, parameter_group_id, parameter_section_id, parameter_figure_id, figure_part_id, figure_subpart_id, fresh_png_companion_for_pdf, make_figure_spec, optional_figure, stage_parameter_figures, build_parameter_figure_specs, optional_series_figures, optional_predicted_curve_series_figures, render_pdf_preview_png, pdf_to_data_uri, resource_death_language_report, is_joint_fit_dir_for_report, resolve_invivo_report_viz_dir, build_invivo_section_specs, figure_index_range, flatten_section_figures, optional_figure_with_layout, sequential_layout_groups_from_figures, build_invitro_report_section_specs_for_joint, joint_source_section_to_part, build_joint_scope_section, build_invivo_invitro_comparison_section, build_section_specs, stage_assets, fit_report_fig_title, fit_report_fig_legend, fit_report_figure_data_uri, fit_report_figure_card_id, fit_report_figure_label, render_report_figure_card, render_report_blank_figure_card, figure_layout_groups_from_specs, in_vivo_figure_layout_groups, in_vitro_figure_layout_groups, section_figure_layout_groups, part_figure_layout_groups, render_section_figure_parts, render_section_direct_figure_blocks, render_section_figure_blocks, fit_report_table_html, build_parameter_blocks_html, build_parameter_figure_blocks_html, report_nav_item, append_figure_nav_items, build_report_nav_items, build_fit_report_html, render_one_fit, main	test-report-consume-only-boundary.R, test-report-image-lightbox.R, test-stage2-postfit-orchestration.R, test-stage5-util-consolidation.R	2033
report/render_fixo2_invivo_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render fixo2 invivo report	simulation tables/manifest; analysis tables/manifest; configuration	report/HTML	42	parse_args, repo_root, slugify, table_to_html, table_block, filter_numeric_values, file_to_data_uri, run_status, render_pdf_first_page, safe_read_args, mode_counts_table, mode_summary_sentence, arg_value, split_csv_values, compact_csv, time_grid_summary, unique_value_summary, simulation_seed_selection_sentence, label_one, code_span, figure_png_name, figure_id, number_figures, figure_block, figure_panel, paired_figure_block, build_nav, chapter_header, simulation_figure_spec, simulation_figure_order, agreement_method_label, agreement_method_summary, agreement_summary_sentence, agreement_pair_spec, agreement_plot_spec, agreement_figure_specs, load_report_data, write_html_report, render_figures, render_agreement_method, figure_nav_item, main	test-report-image-lightbox.R, test-stage5-util-consolidation.R	1080
report/render_invitro_fit_report.R	report	R entrypoint	Assembles a report from existing tables and figures for Render invitro fit report	best parameters; fit summary; parameter table	report/HTML	26	report_seed_token, report_basename_with_seed, table_to_html, parameter_description_table_paths, read_current_invitro_parameter_table, current_invitro_parameter_sets, split_parameter_table_for_current_mode, parameter_section_html, summary_subset, figure_title, file_to_data_uri, make_figure_spec, optional_figure, branch_figure_pair_or_legacy, branch_figure_triplet_or_legacy, build_invitro_section_specs, figure_display_number, figure_dom_id, figure_spec_html, collect_invitro_sections, figure_layout_groups, figure_html, report_nav_item, build_sidebar_nav, write_html_report, main	test-invitro-v2-report-branches.R, test-report-image-lightbox.R, test-stage5-util-consolidation.R	642
report/run_provenance_report.R	report	R library/module	Assembles a report from existing tables and figures for Run provenance report	configuration	in-memory values or layer-specific artifacts	14	o2sd_prov_escape_html, o2sd_prov_table_html, o2sd_prov_read_tsv, o2sd_prov_read_text, o2sd_prov_is_seed_dir, o2sd_prov_parent_run_dir, o2sd_prov_find_first_seed_file, o2sd_prov_flatten_yaml, o2sd_prov_read_yaml_table, o2sd_prov_command_table, o2sd_prov_metadata_table, o2sd_prov_effective_args_table, o2sd_prov_yaml_tables, o2sd_run_provenance_html		212
runner/best_fit_parameter_feature/runner.R	runner	R entrypoint	Implements Runner	CLI paths and workflow settings	report/HTML	15	usage, normalize_workflows, normalize_parameter_parts, normalize_dense_parts, normalize_combine_parts, drop_forward_keys, has_arg, append_default_arg, run_rscript, run_fixed_o2, run_parameter_landscape, run_dense_grid, run_combine, run_combine_report, main	test-docker-runtime-wrappers.R, test-multi-warmup-eigen-stage-split.R, test-stage5-util-consolidation.R	352
runner/combined_fixo2_eigen/run_fixo2_eigen_curve_class_pipeline.R	runner	R entrypoint	Sequential orchestrator: slope analysis -> embedding-table analysis ->	analysis tables/manifest	report/HTML	4	run_r_stage, forward_if_present, run_fixo2_eigen_curve_class_pipeline, main	test-combined-fixo2-eigen-stage-split.R	104
runner/combined_parameter_landscape/run_combined_parameter_landscape.R	runner	R entrypoint	Implements Run combined parameter landscape	CLI paths and workflow settings	in-memory values or layer-specific artifacts	2	combined_runner_child, run_combined_parameter_landscape		33
runner/dense_grid_monotonicity/run_dense_grid_monotonicity.R	runner	R entrypoint	Implements Run dense grid monotonicity	CLI paths and workflow settings	in-memory values or layer-specific artifacts	6	dense_runner_arg, dense_runner_child, dense_runner_replace_arg, dense_runner_postprocess, dense_runner_one_part, dense_runner_main	test-dense-combined-stage34-boundaries.R	71
runner/documentation/generate_code_file_registry.R	runner	R entrypoint	Generate the per-source-file README registry and its machine-readable TSV.	best parameters; fit result; fit summary; parameter table; simulation tables/manifest; analysis tables/manifest; configuration	tables/data files; figures; report/HTML; Slurm jobs/logs	13	parse_args, script_dir, read_lines, first_descriptive_comment, humanize, infer_kind, purpose_override, infer_purpose, infer_inputs, infer_outputs, escape_md, display_functions, main	test-code-file-registry.R	396
runner/fit_results/run_extra_results.R	runner	R entrypoint	Implements Run extra results	fit result; simulation tables/manifest; analysis tables/manifest	report/HTML	1	run_extra_results_pipeline	test-fit-results-stage-split.R	43
runner/fit_results/run_invitro_extra_results_reference.R	runner	R entrypoint	Dedicated entrypoint for the historical standalone in vitro extra-results	fit result	in-memory values or layer-specific artifacts	0			28
runner/fit_results/run_joint_sigma_soft_coupled_paired_seeds.R	runner	R entrypoint	Implements Run joint sigma soft coupled paired seeds	fit result; analysis tables/manifest	in-memory values or layer-specific artifacts	1	run_joint_sigma_fit_results	test-fit-results-stage-split.R	23
runner/fit_results/run_sigma_burden_extra_results.R	runner	R entrypoint	Implements Run sigma burden extra results	fit result; analysis tables/manifest	in-memory values or layer-specific artifacts	1	run_sigma_burden_fit_results	test-fit-results-stage-split.R	31
runner/fit_results/select_invivo_best_long_ploidy_seed.R	runner	R entrypoint	Computes analysis tables for Select invivo best long ploidy seed	fit result; simulation tables/manifest	in-memory values or layer-specific artifacts	1	run_long_ploidy_seed_selection	test-fit-results-stage-split.R	29
runner/fixed_o2_eigen/run_fixo2_eigen_attractor_pipeline.R	runner	R entrypoint	Cross-stage FixO2 eigen-attractor pipeline orchestrator.	CLI paths and workflow settings	in-memory values or layer-specific artifacts	1	fixo2ea_main		117
runner/fixed_o2/fixed_o2_legacy_pipeline_functions.R	runner	R library/module	Legacy fixed-O2 pipeline orchestration functions.	fit summary; simulation tables/manifest; analysis tables/manifest; configuration	tables/data files	44	fo2_as_num_vec, fixo2_attractor_o2_grid, fixo2_format_o2_list, fo2_mkdirs, fo2_metric_map, fo2_map_num, fo2_map_chr, fo2_seed_manifest_extras, fo2_write_spectral_gap_outputs, cf2_mkdirs, cf2_as_num_vec, vf2_mkdirs, vf2_as_num_vec, vf2_as_seed_vec, fixo2_arg_nonempty, vf2_seed_modes, vf2_seed_labels, vf2_as_int_vec, fixo2_as_num_vec, fixo2_default_run_dir, fixo2_default_label_file, fixo2_resolve_repo_path, fixo2_default_simulation_dir, fixo2_default_html_report_script, fixo2_prepare_dirs, fixo2_write_output_manifest, fixo2_normalize_parts, fixo2_run_attractors, fixo2_run_counterfactual, fixo2_run_simulation_validation, path_results_suffix, split_csv, normalize_seed_ids, as_num_vec, as_int_vec, as_bool, num_key, read_tsv, write_tsv, filter_by_values, fixo2_arg_value, fixo2_agreement_cache_read_path, fixo2_run_analytical_simulation_agreement, fixo2_main	test-fixed-o2-stage34-boundaries.R, test-stage5-util-consolidation.R	1518
runner/fixed_o2/fixed_o2_pipeline_loader.R	runner	R library/module	Loader for the staged fixed-O2 pipeline and legacy compatibility entrypoints.	CLI paths and workflow settings	in-memory values or layer-specific artifacts	1	fixo2_deprecation_message	test-stage5-util-consolidation.R	213
runner/joint_coupling/run_joint_coupling_pipeline.R	runner	R entrypoint	Sequential orchestration for the joint coupling workflow:	analysis tables/manifest; configuration	tables/data files	5	run_stage, reuse_ploidy_classification, resolve_fixed_o2_source_root, fixed_o2_source_paths, run_joint_coupling_pipeline	test-docker-runtime-wrappers.R, test-joint-coupling-stage-split.R	266
runner/multi_warmup/render_multi_warmup_results.R	runner	R entrypoint	Visualization-plus-report orchestrator for already materialized multi-warmup	CLI paths and workflow settings	in-memory values or layer-specific artifacts	1	render_multi_warmup_results		48
runner/multi_warmup/run_multi_warmup_landscape_pipeline.R	runner	R entrypoint	Cross-stage orchestrator for landscape-based multi-warmup pair selection.	CLI paths and workflow settings	in-memory values or layer-specific artifacts	1	run_multi_warmup_landscape_pipeline		55
runner/multi_warmup/run_multi_warmup_results_pipeline.R	runner	R entrypoint	Cross-stage collection pipeline: analysis tables, optional integrated	fit result	tables/data files	7	current_script_dir, safe_component, remove_generated_integrated_run, create_integrated_seed_links, run_integrated_extra_results, build_integrated_joint_extra_results, run_multi_warmup_results_pipeline		161
runner/multi_warmup/run_multi_warmup_seed_plan.R	runner	R entrypoint	Cross-stage seed-plan orchestrator: table analysis followed by pure rendering.	CLI paths and workflow settings	in-memory values or layer-specific artifacts	1	run_multi_warmup_seed_plan		50
runner/multi_warmup/run_warm_up_joint_results_pipeline.R	runner	R entrypoint	Cross-stage orchestration for warm-up joint prepare, embedding, curve-class,	CLI paths and workflow settings	in-memory values or layer-specific artifacts	3	run_warm_up_curve_classification, run_warm_up_curve_regression, run_warm_up_joint_results_pipeline		104
runner/parameter_landscape/run_parameter_landscape.R	runner	R entrypoint	Implements Run parameter landscape	CLI paths and workflow settings	in-memory values or layer-specific artifacts	5	o2pl_cli_arg, o2pl_forward_args, o2pl_run_child, o2pl_normalize_run_parts, o2pl_parameter_landscape_runner_main	test-parameter-landscape-stage3-boundaries.R	112
runner/profile_likelihood/run_live_effective_pms_comparison.R	runner	R entrypoint	Orchestrates the separated live-effective-p_ms analysis and visualization.	analysis tables/manifest	tables/data files	3	add_cli_arg, run_rscript, main	test-profile-likelihood-stage-split.R	129
