seed,primary_cluster_id,subcluster_id,objective,seed_number,curve_class,final_interpretation_class,monotonicity_reliability
7,vi_C03,vi_C03_Sc01,15.4289548166025,7,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
138,vi_C03,vi_C03_Sc01,15.1972704353619,138,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
390,vi_C03,vi_C03_Sc01,15.2316387076996,390,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
425,vi_C03,vi_C03_Sc01,15.4462852344823,425,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
48,vi_C03,vi_C03_Sc02,14.8233727125563,48,monotone_increasing,monotone_increasing,reliable
57,vi_C03,vi_C03_Sc02,14.6173354024634,57,complex_nonmonotone,complex_nonmonotone,caution_small_gap
72,vi_C03,vi_C03_Sc02,15.087378180099,72,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
110,vi_C03,vi_C03_Sc02,15.7816362927303,110,monotone_increasing,unreliable_small_spectral_gap,unreliable_small_gap
214,vi_C03,vi_C03_Sc02,14.932792801339,214,monotone_increasing,monotone_increasing,reliable
311,vi_C03,vi_C03_Sc02,14.6048156636453,311,complex_nonmonotone,complex_nonmonotone,caution_small_gap
348,vi_C03,vi_C03_Sc02,15.0760070655418,348,single_transition_increase_then_plateau,single_transition_increase_then_plateau,reliable
349,vi_C03,vi_C03_Sc02,15.156018182847,349,inverted_u_shaped,inverted_u_shaped,reliable
364,vi_C03,vi_C03_Sc02,14.9244152649595,364,monotone_increasing,monotone_increasing,reliable
371,vi_C03,vi_C03_Sc02,16.0234639809199,371,complex_nonmonotone,unreliable_small_spectral_gap,unreliable_small_gap
421,vi_C03,vi_C03_Sc02,15.0360109265062,421,single_transition_increase_then_plateau,single_transition_increase_then_plateau,reliable
492,vi_C03,vi_C03_Sc02,15.4713885387258,492,complex_nonmonotone,complex_nonmonotone,caution_small_gap
